datadate,conm,prccd,diff
11/22/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
11/25/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
11/26/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
11/27/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
11/29/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/02/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/03/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/04/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/05/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/06/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/09/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/10/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/11/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/12/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/13/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/16/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/17/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/18/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/19/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/20/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/23/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/24/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/26/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/27/2013,AFA PROTECTIVE SYSTEMS INC,273.25,0.0000
12/30/2013,AFA PROTECTIVE SYSTEMS INC,273.25,-270.2300
12/31/2013,AFA PROTECTIVE SYSTEMS INC,273.25,-270.2300
01/02/2013,AFP IMAGING CORP,3.02,-270.2300
01/03/2013,AFP IMAGING CORP,3.02,-270.2300
01/04/2013,AFP IMAGING CORP,3.02,0.0000
01/07/2013,AFP IMAGING CORP,3.02,0.0000
01/08/2013,AFP IMAGING CORP,3.02,0.0000
01/09/2013,AFP IMAGING CORP,3.02,0.0000
01/10/2013,AFP IMAGING CORP,3.02,0.0000
01/11/2013,AFP IMAGING CORP,3.02,0.0000
01/14/2013,AFP IMAGING CORP,3.02,0.0000
01/15/2013,AFP IMAGING CORP,3.02,0.0000
01/16/2013,AFP IMAGING CORP,3.02,0.0000
01/17/2013,AFP IMAGING CORP,3.02,0.0000
01/18/2013,AFP IMAGING CORP,3.02,0.0000
01/22/2013,AFP IMAGING CORP,3.02,0.0000
01/23/2013,AFP IMAGING CORP,3.02,0.0000
01/24/2013,AFP IMAGING CORP,3.02,0.0000
01/25/2013,AFP IMAGING CORP,3.02,0.0000
01/28/2013,AFP IMAGING CORP,3.02,0.0000
01/29/2013,AFP IMAGING CORP,3.02,0.0000
01/30/2013,AFP IMAGING CORP,3.02,0.0000
01/31/2013,AFP IMAGING CORP,3.02,0.0000
02/01/2013,AFP IMAGING CORP,3.02,0.0000
02/04/2013,AFP IMAGING CORP,3.02,0.0000
02/05/2013,AFP IMAGING CORP,3.02,0.0000
02/06/2013,AFP IMAGING CORP,3.02,0.0000
02/07/2013,AFP IMAGING CORP,3.02,0.0000
02/08/2013,AFP IMAGING CORP,3.02,0.0000
02/11/2013,AFP IMAGING CORP,3.02,0.0000
02/12/2013,AFP IMAGING CORP,3.02,0.0000
02/13/2013,AFP IMAGING CORP,3.02,0.0000
02/14/2013,AFP IMAGING CORP,3.02,0.0000
02/15/2013,AFP IMAGING CORP,3.02,0.0000
02/19/2013,AFP IMAGING CORP,3.02,0.0000
02/20/2013,AFP IMAGING CORP,3.02,0.0000
02/21/2013,AFP IMAGING CORP,3.02,0.0000
02/22/2013,AFP IMAGING CORP,3.02,0.0000
02/25/2013,AFP IMAGING CORP,3.02,0.0000
02/26/2013,AFP IMAGING CORP,3.02,0.0000
02/27/2013,AFP IMAGING CORP,3.02,0.0000
02/28/2013,AFP IMAGING CORP,3.02,0.0000
03/01/2013,AFP IMAGING CORP,3.02,0.0000
03/04/2013,AFP IMAGING CORP,3.02,0.0000
03/05/2013,AFP IMAGING CORP,3.02,0.0000
03/06/2013,AFP IMAGING CORP,3.02,0.0000
03/07/2013,AFP IMAGING CORP,3.02,0.0000
03/08/2013,AFP IMAGING CORP,3.02,0.0000
03/11/2013,AFP IMAGING CORP,3.02,0.0000
03/12/2013,AFP IMAGING CORP,3.02,0.0000
03/13/2013,AFP IMAGING CORP,3.02,0.0000
03/14/2013,AFP IMAGING CORP,3.02,0.0000
03/15/2013,AFP IMAGING CORP,3.02,-0.0200
03/18/2013,AFP IMAGING CORP,3.02,-0.0200
03/19/2013,AFP IMAGING CORP,3,-0.0200
03/20/2013,AFP IMAGING CORP,3,-0.0200
03/21/2013,AFP IMAGING CORP,3,0.0000
03/22/2013,AFP IMAGING CORP,3,0.0000
03/25/2013,AFP IMAGING CORP,3,0.0000
03/26/2013,AFP IMAGING CORP,3,0.0000
03/27/2013,AFP IMAGING CORP,3,0.0000
03/28/2013,AFP IMAGING CORP,3,0.0000
04/01/2013,AFP IMAGING CORP,3,0.0000
04/02/2013,AFP IMAGING CORP,3,0.0000
04/03/2013,AFP IMAGING CORP,3,0.0000
04/04/2013,AFP IMAGING CORP,3,0.0000
04/05/2013,AFP IMAGING CORP,3,0.0000
04/08/2013,AFP IMAGING CORP,3,0.0000
04/09/2013,AFP IMAGING CORP,3,0.0000
04/10/2013,AFP IMAGING CORP,3,0.0000
04/11/2013,AFP IMAGING CORP,3,0.0000
04/12/2013,AFP IMAGING CORP,3,0.0000
04/15/2013,AFP IMAGING CORP,3,0.0000
04/16/2013,AFP IMAGING CORP,3,0.0000
04/17/2013,AFP IMAGING CORP,3,0.0000
04/18/2013,AFP IMAGING CORP,3,0.0000
04/19/2013,AFP IMAGING CORP,3,0.0000
04/22/2013,AFP IMAGING CORP,3,0.0000
04/23/2013,AFP IMAGING CORP,3,0.0000
04/24/2013,AFP IMAGING CORP,3,0.0000
04/25/2013,AFP IMAGING CORP,3,0.0000
04/26/2013,AFP IMAGING CORP,3,0.0000
04/29/2013,AFP IMAGING CORP,3,0.9900
04/30/2013,AFP IMAGING CORP,3,0.9900
05/01/2013,AFP IMAGING CORP,3.99,0.9900
05/02/2013,AFP IMAGING CORP,3.99,0.9900
05/03/2013,AFP IMAGING CORP,3.99,0.0000
05/06/2013,AFP IMAGING CORP,3.99,0.0000
05/07/2013,AFP IMAGING CORP,3.99,0.0000
05/08/2013,AFP IMAGING CORP,3.99,0.0000
05/09/2013,AFP IMAGING CORP,3.99,0.0000
05/10/2013,AFP IMAGING CORP,3.99,0.0000
05/13/2013,AFP IMAGING CORP,3.99,0.0000
05/14/2013,AFP IMAGING CORP,3.99,0.0000
05/15/2013,AFP IMAGING CORP,3.99,0.0000
05/16/2013,AFP IMAGING CORP,3.99,0.0000
05/17/2013,AFP IMAGING CORP,3.99,0.0000
05/20/2013,AFP IMAGING CORP,3.99,0.0000
05/21/2013,AFP IMAGING CORP,3.99,0.0000
05/22/2013,AFP IMAGING CORP,3.99,0.0000
05/23/2013,AFP IMAGING CORP,3.99,0.0000
05/24/2013,AFP IMAGING CORP,3.99,0.0000
05/28/2013,AFP IMAGING CORP,3.99,0.0000
05/29/2013,AFP IMAGING CORP,3.99,0.0000
05/30/2013,AFP IMAGING CORP,3.99,0.0000
05/31/2013,AFP IMAGING CORP,3.99,0.0000
06/03/2013,AFP IMAGING CORP,3.99,0.0000
06/04/2013,AFP IMAGING CORP,3.99,0.0000
06/05/2013,AFP IMAGING CORP,3.99,0.0000
06/06/2013,AFP IMAGING CORP,3.99,-1.9600
06/07/2013,AFP IMAGING CORP,3.99,-1.9600
06/10/2013,AFP IMAGING CORP,2.03,-1.9600
06/11/2013,AFP IMAGING CORP,2.03,-1.9600
06/12/2013,AFP IMAGING CORP,2.03,0.0000
06/13/2013,AFP IMAGING CORP,2.03,0.0000
06/14/2013,AFP IMAGING CORP,2.03,0.0000
06/17/2013,AFP IMAGING CORP,2.03,0.0000
06/18/2013,AFP IMAGING CORP,2.03,0.0000
06/19/2013,AFP IMAGING CORP,2.03,0.0000
06/20/2013,AFP IMAGING CORP,2.03,0.8700
06/21/2013,AFP IMAGING CORP,2.03,0.8700
06/24/2013,AFP IMAGING CORP,2.9,0.8700
06/25/2013,AFP IMAGING CORP,2.9,0.8700
06/26/2013,AFP IMAGING CORP,2.9,0.0000
06/27/2013,AFP IMAGING CORP,2.9,0.0000
06/28/2013,AFP IMAGING CORP,2.9,0.0000
07/01/2013,AFP IMAGING CORP,2.9,0.0000
07/02/2013,AFP IMAGING CORP,2.9,0.0000
07/03/2013,AFP IMAGING CORP,2.9,0.0000
07/05/2013,AFP IMAGING CORP,2.9,0.0000
07/08/2013,AFP IMAGING CORP,2.9,0.0000
07/09/2013,AFP IMAGING CORP,2.9,0.0000
07/10/2013,AFP IMAGING CORP,2.9,0.0000
07/11/2013,AFP IMAGING CORP,2.9,0.0000
07/12/2013,AFP IMAGING CORP,2.9,0.0000
07/15/2013,AFP IMAGING CORP,2.9,0.0000
07/16/2013,AFP IMAGING CORP,2.9,-0.6900
07/17/2013,AFP IMAGING CORP,2.9,-0.6900
07/18/2013,AFP IMAGING CORP,2.21,-0.6900
07/19/2013,AFP IMAGING CORP,2.21,-0.6900
07/22/2013,AFP IMAGING CORP,2.21,0.0000
07/23/2013,AFP IMAGING CORP,2.21,0.0000
07/24/2013,AFP IMAGING CORP,2.21,0.0000
07/25/2013,AFP IMAGING CORP,2.21,0.0000
07/26/2013,AFP IMAGING CORP,2.21,0.0000
07/29/2013,AFP IMAGING CORP,2.21,0.0000
07/30/2013,AFP IMAGING CORP,2.21,0.0000
07/31/2013,AFP IMAGING CORP,2.21,0.0000
08/01/2013,AFP IMAGING CORP,2.21,0.0000
08/02/2013,AFP IMAGING CORP,2.21,0.0000
08/05/2013,AFP IMAGING CORP,2.21,0.0000
08/06/2013,AFP IMAGING CORP,2.21,0.0000
08/07/2013,AFP IMAGING CORP,2.21,0.0000
08/08/2013,AFP IMAGING CORP,2.21,0.0000
08/09/2013,AFP IMAGING CORP,2.21,0.0000
08/12/2013,AFP IMAGING CORP,2.21,0.0000
08/13/2013,AFP IMAGING CORP,2.21,0.0000
08/14/2013,AFP IMAGING CORP,2.21,0.0000
08/15/2013,AFP IMAGING CORP,2.21,0.0000
08/16/2013,AFP IMAGING CORP,2.21,0.0000
08/19/2013,AFP IMAGING CORP,2.21,0.0000
08/20/2013,AFP IMAGING CORP,2.21,0.0000
08/21/2013,AFP IMAGING CORP,2.21,0.0000
08/22/2013,AFP IMAGING CORP,2.21,0.0000
08/23/2013,AFP IMAGING CORP,2.21,0.0000
08/26/2013,AFP IMAGING CORP,2.21,0.0000
08/27/2013,AFP IMAGING CORP,2.21,0.0000
08/28/2013,AFP IMAGING CORP,2.21,0.0000
08/29/2013,AFP IMAGING CORP,2.21,0.0000
08/30/2013,AFP IMAGING CORP,2.21,-0.1600
09/03/2013,AFP IMAGING CORP,2.21,-0.1600
09/04/2013,AFP IMAGING CORP,2.05,-0.1600
09/05/2013,AFP IMAGING CORP,2.05,-0.1600
09/06/2013,AFP IMAGING CORP,2.05,0.0000
09/09/2013,AFP IMAGING CORP,2.05,0.0000
09/10/2013,AFP IMAGING CORP,2.05,0.0000
09/11/2013,AFP IMAGING CORP,2.05,0.0000
09/12/2013,AFP IMAGING CORP,2.05,0.0000
09/13/2013,AFP IMAGING CORP,2.05,0.0000
09/16/2013,AFP IMAGING CORP,2.05,0.0000
09/17/2013,AFP IMAGING CORP,2.05,0.0000
09/18/2013,AFP IMAGING CORP,2.05,0.0000
09/19/2013,AFP IMAGING CORP,2.05,0.0000
09/20/2013,AFP IMAGING CORP,2.05,0.0000
09/23/2013,AFP IMAGING CORP,2.05,0.0000
09/24/2013,AFP IMAGING CORP,2.05,0.0000
09/25/2013,AFP IMAGING CORP,2.05,0.0000
09/26/2013,AFP IMAGING CORP,2.05,0.0000
09/27/2013,AFP IMAGING CORP,2.05,0.0000
09/30/2013,AFP IMAGING CORP,2.05,0.0000
10/01/2013,AFP IMAGING CORP,2.05,0.0000
10/02/2013,AFP IMAGING CORP,2.05,0.0000
10/03/2013,AFP IMAGING CORP,2.05,0.0000
10/04/2013,AFP IMAGING CORP,2.05,0.0000
10/07/2013,AFP IMAGING CORP,2.05,0.0000
10/08/2013,AFP IMAGING CORP,2.05,0.0000
10/09/2013,AFP IMAGING CORP,2.05,0.0000
10/10/2013,AFP IMAGING CORP,2.05,0.0000
10/11/2013,AFP IMAGING CORP,2.05,0.0000
10/14/2013,AFP IMAGING CORP,2.05,0.0000
10/15/2013,AFP IMAGING CORP,2.05,0.0000
10/16/2013,AFP IMAGING CORP,2.05,0.0000
10/17/2013,AFP IMAGING CORP,2.05,0.0000
10/18/2013,AFP IMAGING CORP,2.05,0.1700
10/21/2013,AFP IMAGING CORP,2.05,0.1700
10/22/2013,AFP IMAGING CORP,2.22,0.1700
10/23/2013,AFP IMAGING CORP,2.22,0.1700
10/24/2013,AFP IMAGING CORP,2.22,0.0000
10/25/2013,AFP IMAGING CORP,2.22,0.0000
10/28/2013,AFP IMAGING CORP,2.22,0.0000
10/29/2013,AFP IMAGING CORP,2.22,0.0000
10/30/2013,AFP IMAGING CORP,2.22,0.0000
10/31/2013,AFP IMAGING CORP,2.22,0.0000
11/01/2013,AFP IMAGING CORP,2.22,0.0000
11/04/2013,AFP IMAGING CORP,2.22,0.0000
11/05/2013,AFP IMAGING CORP,2.22,0.0000
11/06/2013,AFP IMAGING CORP,2.22,0.0000
11/07/2013,AFP IMAGING CORP,2.22,0.0000
11/08/2013,AFP IMAGING CORP,2.22,0.0000
11/11/2013,AFP IMAGING CORP,2.22,0.0000
11/12/2013,AFP IMAGING CORP,2.22,0.0000
11/13/2013,AFP IMAGING CORP,2.22,0.0000
11/14/2013,AFP IMAGING CORP,2.22,0.0000
11/15/2013,AFP IMAGING CORP,2.22,0.0000
11/18/2013,AFP IMAGING CORP,2.22,0.0000
11/19/2013,AFP IMAGING CORP,2.22,0.0000
11/20/2013,AFP IMAGING CORP,2.22,0.0000
11/21/2013,AFP IMAGING CORP,2.22,0.0000
11/22/2013,AFP IMAGING CORP,2.22,0.0000
11/25/2013,AFP IMAGING CORP,2.22,0.0000
11/26/2013,AFP IMAGING CORP,2.22,0.0000
11/27/2013,AFP IMAGING CORP,2.22,0.0000
11/29/2013,AFP IMAGING CORP,2.22,0.0000
12/02/2013,AFP IMAGING CORP,2.22,0.0000
12/03/2013,AFP IMAGING CORP,2.22,0.0000
12/04/2013,AFP IMAGING CORP,2.22,0.0000
12/05/2013,AFP IMAGING CORP,2.22,0.0000
12/06/2013,AFP IMAGING CORP,2.22,0.0000
12/09/2013,AFP IMAGING CORP,2.22,0.0000
12/10/2013,AFP IMAGING CORP,2.22,0.0000
12/11/2013,AFP IMAGING CORP,2.22,0.0000
12/12/2013,AFP IMAGING CORP,2.22,0.0000
12/13/2013,AFP IMAGING CORP,2.22,0.0000
12/16/2013,AFP IMAGING CORP,2.22,0.0000
12/17/2013,AFP IMAGING CORP,2.22,0.0000
12/18/2013,AFP IMAGING CORP,2.22,0.0000
12/19/2013,AFP IMAGING CORP,2.22,0.0000
12/20/2013,AFP IMAGING CORP,2.22,0.0000
12/23/2013,AFP IMAGING CORP,2.22,0.0000
12/24/2013,AFP IMAGING CORP,2.22,-0.1000
12/26/2013,AFP IMAGING CORP,2.22,-0.1000
12/27/2013,AFP IMAGING CORP,2.12,-0.1000
12/30/2013,AFP IMAGING CORP,2.12,-1.3610
12/31/2013,AFP IMAGING CORP,2.12,-1.2840
01/02/2013,AMERICAN AIRLINES GROUP INC,0.859,-1.2533
01/03/2013,AMERICAN AIRLINES GROUP INC,0.836,-1.2300
01/04/2013,AMERICAN AIRLINES GROUP INC,0.8667,0.0440
01/07/2013,AMERICAN AIRLINES GROUP INC,0.89,0.4540
01/08/2013,AMERICAN AIRLINES GROUP INC,0.903,0.4233
01/09/2013,AMERICAN AIRLINES GROUP INC,1.29,0.7100
01/10/2013,AMERICAN AIRLINES GROUP INC,1.29,0.5370
01/11/2013,AMERICAN AIRLINES GROUP INC,1.6,0.2000
01/14/2013,AMERICAN AIRLINES GROUP INC,1.44,0.2100
01/15/2013,AMERICAN AIRLINES GROUP INC,1.49,-0.1500
01/16/2013,AMERICAN AIRLINES GROUP INC,1.5,-0.1200
01/17/2013,AMERICAN AIRLINES GROUP INC,1.45,-0.0800
01/18/2013,AMERICAN AIRLINES GROUP INC,1.32,-0.0800
01/22/2013,AMERICAN AIRLINES GROUP INC,1.41,-0.0500
01/23/2013,AMERICAN AIRLINES GROUP INC,1.42,0.0500
01/24/2013,AMERICAN AIRLINES GROUP INC,1.4,-0.1600
01/25/2013,AMERICAN AIRLINES GROUP INC,1.37,-0.2800
01/28/2013,AMERICAN AIRLINES GROUP INC,1.25,-0.3200
01/29/2013,AMERICAN AIRLINES GROUP INC,1.14,-0.0900
01/30/2013,AMERICAN AIRLINES GROUP INC,1.08,0.0000
01/31/2013,AMERICAN AIRLINES GROUP INC,1.28,0.1000
02/01/2013,AMERICAN AIRLINES GROUP INC,1.25,0.1700
02/04/2013,AMERICAN AIRLINES GROUP INC,1.24,-0.0600
02/05/2013,AMERICAN AIRLINES GROUP INC,1.25,0.0000
02/06/2013,AMERICAN AIRLINES GROUP INC,1.22,0.2200
02/07/2013,AMERICAN AIRLINES GROUP INC,1.25,0.2000
02/08/2013,AMERICAN AIRLINES GROUP INC,1.46,0.0350
02/11/2013,AMERICAN AIRLINES GROUP INC,1.45,0.0500
02/12/2013,AMERICAN AIRLINES GROUP INC,1.255,0.6600
02/13/2013,AMERICAN AIRLINES GROUP INC,1.3,1.0900
02/14/2013,AMERICAN AIRLINES GROUP INC,2.12,1.5550
02/15/2013,AMERICAN AIRLINES GROUP INC,2.54,1.2100
02/19/2013,AMERICAN AIRLINES GROUP INC,2.81,0.5000
02/20/2013,AMERICAN AIRLINES GROUP INC,2.51,0.1900
02/21/2013,AMERICAN AIRLINES GROUP INC,2.62,-0.2100
02/22/2013,AMERICAN AIRLINES GROUP INC,2.73,0.0400
02/25/2013,AMERICAN AIRLINES GROUP INC,2.6,-0.0500
02/26/2013,AMERICAN AIRLINES GROUP INC,2.55,-0.2300
02/27/2013,AMERICAN AIRLINES GROUP INC,2.57,-0.0800
02/28/2013,AMERICAN AIRLINES GROUP INC,2.5,0.0900
03/01/2013,AMERICAN AIRLINES GROUP INC,2.52,0.1700
03/04/2013,AMERICAN AIRLINES GROUP INC,2.64,0.4200
03/05/2013,AMERICAN AIRLINES GROUP INC,2.74,0.4400
03/06/2013,AMERICAN AIRLINES GROUP INC,2.92,0.4600
03/07/2013,AMERICAN AIRLINES GROUP INC,2.96,0.5100
03/08/2013,AMERICAN AIRLINES GROUP INC,3.1,0.7800
03/11/2013,AMERICAN AIRLINES GROUP INC,3.25,1.0400
03/12/2013,AMERICAN AIRLINES GROUP INC,3.7,1.0500
03/13/2013,AMERICAN AIRLINES GROUP INC,4,0.5500
03/14/2013,AMERICAN AIRLINES GROUP INC,4.15,0.1500
03/15/2013,AMERICAN AIRLINES GROUP INC,3.8,0.0200
03/18/2013,AMERICAN AIRLINES GROUP INC,3.85,0.1100
03/19/2013,AMERICAN AIRLINES GROUP INC,4.02,0.5800
03/20/2013,AMERICAN AIRLINES GROUP INC,4.26,0.3200
03/21/2013,AMERICAN AIRLINES GROUP INC,4.38,0.0100
03/22/2013,AMERICAN AIRLINES GROUP INC,4.17,-0.3000
03/25/2013,AMERICAN AIRLINES GROUP INC,4.03,-0.3600
03/26/2013,AMERICAN AIRLINES GROUP INC,3.96,-0.0200
03/27/2013,AMERICAN AIRLINES GROUP INC,4.02,0.0300
03/28/2013,AMERICAN AIRLINES GROUP INC,4.15,-0.2200
04/01/2013,AMERICAN AIRLINES GROUP INC,4.06,-0.5100
04/02/2013,AMERICAN AIRLINES GROUP INC,3.74,-0.5900
04/03/2013,AMERICAN AIRLINES GROUP INC,3.51,-0.6600
04/04/2013,AMERICAN AIRLINES GROUP INC,3.56,-0.2500
04/05/2013,AMERICAN AIRLINES GROUP INC,3.4,0.0700
04/08/2013,AMERICAN AIRLINES GROUP INC,3.49,0.1100
04/09/2013,AMERICAN AIRLINES GROUP INC,3.58,0.4600
04/10/2013,AMERICAN AIRLINES GROUP INC,3.67,0.4100
04/11/2013,AMERICAN AIRLINES GROUP INC,3.86,0.1100
04/12/2013,AMERICAN AIRLINES GROUP INC,3.9,0.3400
04/15/2013,AMERICAN AIRLINES GROUP INC,3.69,0.1100
04/16/2013,AMERICAN AIRLINES GROUP INC,4.01,-0.0400
04/17/2013,AMERICAN AIRLINES GROUP INC,3.97,0.1700
04/18/2013,AMERICAN AIRLINES GROUP INC,3.86,-0.3400
04/19/2013,AMERICAN AIRLINES GROUP INC,3.86,-0.0800
04/22/2013,AMERICAN AIRLINES GROUP INC,3.67,0.1100
04/23/2013,AMERICAN AIRLINES GROUP INC,3.89,0.0500
04/24/2013,AMERICAN AIRLINES GROUP INC,3.97,0.3400
04/25/2013,AMERICAN AIRLINES GROUP INC,3.91,0.3100
04/26/2013,AMERICAN AIRLINES GROUP INC,4.01,0.2600
04/29/2013,AMERICAN AIRLINES GROUP INC,4.2,0.2900
04/30/2013,AMERICAN AIRLINES GROUP INC,4.23,0.3000
05/01/2013,AMERICAN AIRLINES GROUP INC,4.2,0.1300
05/02/2013,AMERICAN AIRLINES GROUP INC,4.31,0.1900
05/03/2013,AMERICAN AIRLINES GROUP INC,4.33,0.3100
05/06/2013,AMERICAN AIRLINES GROUP INC,4.42,0.5700
05/07/2013,AMERICAN AIRLINES GROUP INC,4.51,0.7000
05/08/2013,AMERICAN AIRLINES GROUP INC,4.88,0.8300
05/09/2013,AMERICAN AIRLINES GROUP INC,5.03,0.9100
05/10/2013,AMERICAN AIRLINES GROUP INC,5.25,0.9100
05/13/2013,AMERICAN AIRLINES GROUP INC,5.42,1.3700
05/14/2013,AMERICAN AIRLINES GROUP INC,5.79,1.6000
05/15/2013,AMERICAN AIRLINES GROUP INC,6.4,1.1300
05/16/2013,AMERICAN AIRLINES GROUP INC,6.85,0.2500
05/17/2013,AMERICAN AIRLINES GROUP INC,6.55,-1.0900
05/20/2013,AMERICAN AIRLINES GROUP INC,6.04,-1.3000
05/21/2013,AMERICAN AIRLINES GROUP INC,5.31,-0.9500
05/22/2013,AMERICAN AIRLINES GROUP INC,5.55,-0.2400
05/23/2013,AMERICAN AIRLINES GROUP INC,5.6,0.4900
05/24/2013,AMERICAN AIRLINES GROUP INC,5.8,-0.0900
05/28/2013,AMERICAN AIRLINES GROUP INC,5.8,-0.3400
05/29/2013,AMERICAN AIRLINES GROUP INC,5.46,-0.8000
05/30/2013,AMERICAN AIRLINES GROUP INC,5.26,-0.6300
05/31/2013,AMERICAN AIRLINES GROUP INC,5,-0.1900
06/03/2013,AMERICAN AIRLINES GROUP INC,5.17,-0.4820
06/04/2013,AMERICAN AIRLINES GROUP INC,5.27,-0.6000
06/05/2013,AMERICAN AIRLINES GROUP INC,4.778,-0.3200
06/06/2013,AMERICAN AIRLINES GROUP INC,4.4,-0.3700
06/07/2013,AMERICAN AIRLINES GROUP INC,4.85,-0.0680
06/10/2013,AMERICAN AIRLINES GROUP INC,4.9,0.2200
06/11/2013,AMERICAN AIRLINES GROUP INC,4.71,-0.2300
06/12/2013,AMERICAN AIRLINES GROUP INC,4.62,-0.3500
06/13/2013,AMERICAN AIRLINES GROUP INC,4.62,-0.1300
06/14/2013,AMERICAN AIRLINES GROUP INC,4.55,0.0800
06/17/2013,AMERICAN AIRLINES GROUP INC,4.58,0.0200
06/18/2013,AMERICAN AIRLINES GROUP INC,4.7,-0.2900
06/19/2013,AMERICAN AIRLINES GROUP INC,4.64,-0.5200
06/20/2013,AMERICAN AIRLINES GROUP INC,4.26,-0.8000
06/21/2013,AMERICAN AIRLINES GROUP INC,4.06,-0.6500
06/24/2013,AMERICAN AIRLINES GROUP INC,3.9,-0.2900
06/25/2013,AMERICAN AIRLINES GROUP INC,3.99,-0.0700
06/26/2013,AMERICAN AIRLINES GROUP INC,3.97,0.1300
06/27/2013,AMERICAN AIRLINES GROUP INC,3.99,0.4400
06/28/2013,AMERICAN AIRLINES GROUP INC,4.03,0.2000
07/01/2013,AMERICAN AIRLINES GROUP INC,4.43,0.1600
07/02/2013,AMERICAN AIRLINES GROUP INC,4.17,0.2200
07/03/2013,AMERICAN AIRLINES GROUP INC,4.15,-0.1300
07/05/2013,AMERICAN AIRLINES GROUP INC,4.25,0.5500
07/08/2013,AMERICAN AIRLINES GROUP INC,4.3,0.5700
07/09/2013,AMERICAN AIRLINES GROUP INC,4.72,0.6000
07/10/2013,AMERICAN AIRLINES GROUP INC,4.72,0.6800
07/11/2013,AMERICAN AIRLINES GROUP INC,4.85,0.4200
07/12/2013,AMERICAN AIRLINES GROUP INC,4.98,0.6000
07/15/2013,AMERICAN AIRLINES GROUP INC,5.14,0.9000
07/16/2013,AMERICAN AIRLINES GROUP INC,5.32,0.8400
07/17/2013,AMERICAN AIRLINES GROUP INC,5.75,0.3300
07/18/2013,AMERICAN AIRLINES GROUP INC,5.82,-0.0400
07/19/2013,AMERICAN AIRLINES GROUP INC,5.47,-0.5000
07/22/2013,AMERICAN AIRLINES GROUP INC,5.28,-0.2100
07/23/2013,AMERICAN AIRLINES GROUP INC,5.25,0.2800
07/24/2013,AMERICAN AIRLINES GROUP INC,5.61,0.4400
07/25/2013,AMERICAN AIRLINES GROUP INC,5.75,0.5000
07/26/2013,AMERICAN AIRLINES GROUP INC,5.72,0.2900
07/29/2013,AMERICAN AIRLINES GROUP INC,5.75,0.1800
07/30/2013,AMERICAN AIRLINES GROUP INC,5.9,0.3200
07/31/2013,AMERICAN AIRLINES GROUP INC,5.93,0.1400
08/01/2013,AMERICAN AIRLINES GROUP INC,6.04,0.1500
08/02/2013,AMERICAN AIRLINES GROUP INC,5.89,0.0200
08/05/2013,AMERICAN AIRLINES GROUP INC,6.05,-0.1850
08/06/2013,AMERICAN AIRLINES GROUP INC,5.95,0.0000
08/07/2013,AMERICAN AIRLINES GROUP INC,5.855,-0.2500
08/08/2013,AMERICAN AIRLINES GROUP INC,5.89,-0.1400
08/09/2013,AMERICAN AIRLINES GROUP INC,5.8,-2.6850
08/12/2013,AMERICAN AIRLINES GROUP INC,5.81,-3.1500
08/13/2013,AMERICAN AIRLINES GROUP INC,3.17,-3.2300
08/14/2013,AMERICAN AIRLINES GROUP INC,2.74,-3.0700
08/15/2013,AMERICAN AIRLINES GROUP INC,2.57,-0.2900
08/16/2013,AMERICAN AIRLINES GROUP INC,2.74,0.3900
08/19/2013,AMERICAN AIRLINES GROUP INC,2.88,0.4900
08/20/2013,AMERICAN AIRLINES GROUP INC,3.13,0.3300
08/21/2013,AMERICAN AIRLINES GROUP INC,3.06,0.2600
08/22/2013,AMERICAN AIRLINES GROUP INC,3.07,0.0600
08/23/2013,AMERICAN AIRLINES GROUP INC,3.14,0.0500
08/26/2013,AMERICAN AIRLINES GROUP INC,3.19,-0.0200
08/27/2013,AMERICAN AIRLINES GROUP INC,3.11,0.2500
08/28/2013,AMERICAN AIRLINES GROUP INC,3.05,0.3500
08/29/2013,AMERICAN AIRLINES GROUP INC,3.39,0.4300
08/30/2013,AMERICAN AIRLINES GROUP INC,3.54,0.4000
09/03/2013,AMERICAN AIRLINES GROUP INC,3.54,0.0100
